ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6932275,Ojai Valley Community Hospital,1306 Maricopa Highway,Ojai,93023-3163,CA,Community Memorial Health System,Non-Profit,2022,"Combination of counties, zip codes, and places",Ventura,"93023, 93022, 93004, 93003, 93035, 93011, 93041, 93033, 93030, 93036, 93060, 93015, 93040, 93010, 93066, 93012, 91320, 91360, 93021, 91361, 91362, 93065, 93063, 91377, 93001","Oxnard, Simi Valley, Thousand Oaks/Westlake, Camarillo, Oak Park, Oak View, Ventura, Fillmore, Santa Paula, Ojai, Simi Valley (Santa Susana), Port Hueneme, Ventura, Thousand Oaks, Moorpark, Thousand Oaks/Newbury Park","Mental Health, Adolescent Health, Alcohol & Drug Use, Cancer, COVID-19, Diabetes, Education, Heart Disease & Stroke, Housing, Nutrition & Healthy Eating, Older Adults, Physical Activity, Weight Status, Respiratory Diseases, Access to Healthcare","Mental Health, Adverse Childhood Experiences, Substance Abuse (Alcohol & Drug Use), Adolescent Health, Education, Housing, Health and Wellness for Older Adults, Cancer, Diabetes, Heart Disease & Stroke, Nutrition & Healthy Eating, Physical Activity, Weight Status",https://www.healthmattersinvc.org/content/sites/ventura/chnas/Ventura_CHNA_2022_v4.pdf,https://www.healthmattersinvc.org/content/sites/ventura/chnas/Ventura_CHNA_2022_v4.pdf,sharri.morley@conduent.com
6930069,Olympia Medical Center,5900 West Olympic Boulevard,Los Angeles,90036-4671,CA,Alecto Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6933377,"Orange County Global Medical Center, Inc.",1001 North Tustin Avenue,Santa Ana,92705-3577,CA,"KPC Healthcare, Inc.",Unable to Find,N/A unable to find,,,,,,,,,
6930885,Orchard Hospital,240 Spruce Street,Gridley,95948-2216,CA,N/A,Non-Profit,2019,Combination of zip codes and places,N/A,"95948, 95917, 95974, 95965, 95966","Gridley, Biggs, Richvale, Oroville","Access to Care, Mental Health, Substance Use Disorders, Chronic Conditions, Adverse Childhood Experiences and Childhood Maltreatment, Dental health, Overweight & obesity, Transportation, General Health","Access to Care, Mental Health, Substance Use Disorders, Chronic Conditions, Adverse Childhood Experiences and Childhood Maltreatment",https://www.orchardhospital.com/images/2019%20chna%20use%2012-30-19%20-10-30am.pdf,https://www.orchardhospital.com/images/2019%20chna%20use%2012-30-19%20-10-30am.pdf,llittle@orchardhospital.com
6932304,Oroville Hospital,2767 Olive Highway,Oroville,95966-6118,CA,N/A,Non-Profit,2019,"Combination of counties, zip codes, and places",Butte,"95965, 95966, 95965, 95965, 95968, 95916, 95914, 95917, 95948","Concow, Yankee Hill, Palermo, Berry Creek, Bangor, Biggs, Gridley","Substance abuse, overweight/obesity, mental health issues, access to health care, shortage of primary care doctors heart disease/high blood pressure, diabetes, homelessness/poverty","Overweight/obesity, mental health issues, shortage of primary care doctors",https://www.orovillehospital.com/media/file/CHNA/2019%20CHNA.pdf,N/A,N/A
6932603,Pacific Grove Hospital,5900 Brockton Avenue,Riverside,92506-1862,CA,"Acadia Healthcare Company, Inc.",For - Profit,N/A unable to find,,,,,,,,,
6933640,Pacifica Hospital of the Valley,9449 San Fernando Road,Sun Valley,91352-1489,CA,Southwest Healthcare System,For- Profit ,N/A unable to find,,,,,,,,,
6931180,Palmdale Regional Medical Center,38600 Medical Center Drive,Palmdale,93551-4483,CA,"Universal Health Services, Inc.",For- Profit,N/A unable to find,,,,,,,,,
6930325,Palo Verde Hospital,250 North First Street,Blythe,92225-1702,CA,,Non-Profit,N/A unable to find,,,,,,,,,
6930660,Palomar Medical Center,2185 West Citracado Parkway,Escondido,92029-4159,CA,Palomar Health,Non-Profit,N/A unable to find,,,,,,,,,
6930889,Palomar Medical Center Poway,15615 Pomerado Road,Poway,92064-2460,CA,Palomar Health,Non-Profit,N/A unable to find,,,,,,,,,
6932080,Paradise Valley Hospital,2400 East Fourth Street,National City,91950-2099,CA,Prime Healthcare Services,Non-Profit,N/A unable to find,,,,,,,,,
6930120,Parkview Community Hospital Medical Center,3865 Jackson Street,Riverside,92503-3998,CA,"AHMC & Healthcare, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6930114,Patients' Hospital of Redding,2900 Eureka Way,Redding,96001-0220,CA,,,N/A unable to find,,,,,,,,,
6932410,Patton State Hospital,3102 East Highland Avenue,Patton,92369-7813,CA,,,N/A unable to find,,,,,,,,,
6932412,Petaluma Valley Hospital,400 North McDowell Boulevard,Petaluma,94954-2366,CA,,,N/A unable to find,,,,,,,,,
6930047,PIH Health Hospital - Downey,11500 Brookshire Avenue,Downey,90241-4917,CA,PIH Health,Non- Profit,2019,"Combination of counties, zip codes, and places","Los Angeles, Orange ","90201, 90706, 90240, 90241, 90242, 90255, 90262, 90650, 90723, 90660, 90280","Bell, Bell Gardens, Cudahy, Downey,  Bellflower, Hunington Park, Lynwood, Norwalk, Paramount, Pico Rivera, South Gate","Access to healthcare, chronic disease, mental health, econimc insecurity, food insecurity","Access to health care, dental care, chronic disease, food insecurity",https://www.pihhealth.org/app/files/public/32f3d083-92f0-4408-8dda-e6a62166006b/2019-CHNA-Downey.pdf,N/A,N/A
6933885,PIH Health Whittier Hospital,12401 Washington Boulevard,Whittier,90602-1099,CA,PIH Health,Non- Profit,2022,"Combination of counties, zip codes, and places","Los Angeles, Orange","91745, 90631, 90638, 90650, 90660, 90670, 90601, 90602, 90603, 90604, 90605, 90606, 90640","Hacienda Heights, Norwalk, La Habra, La habra Heights, La Mirada, Pico Rivera, Santa Fe Springs, Whittier, Montebello","Access to healthcare, chronic disease, COVID-19, dental care, housing and homelessness, mental health, overweight and obesity, preventative practices, substance abuse","Mental health, housing and homelessness, acces to healthcare, overweight and obesity",https://www.pihhealth.org/app/files/public/73c98380-25d9-458f-abda-09c966b4fa25/FINAL_CHNA%20Report%202022-Whittier.9.23.22.pdf,https://www.pihhealth.org/app/files/public/a8f558ef-640a-446c-875b-b273453fa4ce/2020-2022-pih-health-community-health-improvement-plan.pdf,N/A
6930335,Pioneers Memorial Healthcare District,207 West Legion Road,Brawley,92227-7780,CA,Scripps Health Network,Unable to Find,2017,List of Counties,Imperial,N/A,N/A,"Air quality improvement, prescription drug abuse prevention, linking family members, caregiver, and persons with dementia across systems of care and support, Healthy and safe communities and living enviornments ","Air quality improvement, prescription drug abuse prevention, linking family members, caregiver, and persons with dementia across systems of care and support, Healthy and safe communities and living enviornments ",https://www.icphd.org/media/managed/communityhealthinitiatives/CHA_CHIP_2017_2021_5_2017_1.pdf,N/A,N/A
6932435,Placentia-Linda Hospital,1301 North Rose Drive,Placentia,92870-3899,CA,Tenet Health Pacific Coast,Unable to Find,N/A unable to find,,,,,,,,,
6932485,Plumas District Hospital,1065 Bucks Lake Road,Quincy,95971-9599,CA,Unable to Find,Unable to Find,2020,Combination of counties and places,Plumas,N/A,"Quincy, County Seat, Chester, Portola, Greenville, Graegle","Heart disease, cancer, unhealthy air quality, diabetes and kidney disease, alcohol-related diseases and injury, accidents and injuries, substance abuse and overdose, food insecurity and hunger, limited access to preventative services, suicide ","Transportation, Specialty care, resource identification, access and navigation, activities that promote social connections",https://www.plumascounty.us/DocumentCenter/View/44366/2022-Plumas-County-Community-Health-Assessment-Addendum---without-appendix,https://www.plumascounty.us/DocumentCenter/View/47101/Plumas-County-CHIP-2023-Final,N/A
6932450,Pomona Valley Hospital Medical Center,1798 North Garey Avenue,Pomona,91767-2918,CA,,Non-Profit,2021,"Combination of counties, zip codes, and places","San Bernardino, Los Angeles","91701, 91737, 91708, 91710, 91709, 91711, 91750, 91763, 91758, 91761, 91762, 91764, 91766, 91767, 91768, 91729, 91730, 91773, 91784, 91785, 91786","Alta Loma, Chino, Chino Hills, Claremont, La Verne, Montclair, Ontario, Pomona, Rancho Cucamonga, San Dimas, Upland","Access to affordable primary care/no-cost preventative care and health screenings, Access to mental health services/resources and education, Care cordination and disease management for: diabetes, hypertension/cardiovascular disease, obesity","Access to affordable primary care/no-cost preventative care and health screenings, Access to mental health services/resources and education, Care cordination and disease management for: diabetes, hypertension/cardiovascular disease, obesity",https://www.pvhmc.org/documents/community/2021_PVHMC-Community-Health-Needs-Assessment.pdf,https://www.pvhmc.org/documents/community/Community-Benefit-Report-FY-2022-FINAL.pdf,leigh.cornell@pvhmc.org
6932465,Porterville Developmental Center,26501 Avenue 140,Porterville,93257-9109,CA,,Unable to Find,N/A unable to find,,,,,,,,,
6931570,Promise Hospital of East Los Angeles,443 South Soto Street,Los Angeles,90033-4398,CA,Promise Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6932860,Providence Holy Cross Medical Center,15031 Rinaldi Street,Mission Hills,91345-1207,CA,Providence St. Joseph Health,Non-Profit,2022,Combination of counties and places,Los Angeles,N/A,"Santa Clarita, San Fernando, Agoura Hills, Calabasas, Burbank, La Canada Flintridge, Glendale","Access to health care, housing and homelessness, mental health including substance use/missuse","Access to health care, housing and homelessness, mental health including substance use/misuse",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providenceholycrossmedicalcenter.pdf?la=en&rev=bc485cc10bb1427f8eb6951b353a121a&hash=90FBEDE322E873865116B600D9CAF4C2,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2023-2025_chip_holycrossmedicalcenter.pdf?la=en&rev=a0e5582bd086491fbf3fac5adc7550a2&hash=BA636BBC6A7B9CC370EEF529CEC74875,CHI@providence.org
6933681,Providence Little Company of Mary Medical Center - Torrance,4101 Torrance Boulevard,Torrance,90503-4664,CA,Providence St. Joseph Health,Non-Profit,2016,"Combination of counties, zip codes","Inglewood, Lomita, Gardena, Harbor City, Lawndale, Hawthorne, San Pedro, Wilmington","90305, 90717, 90248, 90710, 90249, 90260, 90302, 90250, 90301, 90247, 90303, 90304, 90731, 90744",N/A,"Access to healthcare and resources, Prevention and management of chronic diseases, Mental health services (including substance abuse treatment), Violence, Affordable housing and homelessness","Access to healthcare and resources, Prevention and management of chronic diseases, Mental health services (including substance abuse treatment), Violence, Affordable housing and homelessness",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/pdfs/2016chnaandchipprovidencelittlecompanyofmarysanpedro.pdf,,N/A
6933340,Providence Little Company of Mary Medical Center San Pedro,1300 West Seventh Street,San Pedro,90732-3505,CA,Providence St. Joseph Health,Non-Profit,2016,"Combination of counties, zip codes","Inglewood, Lomita, Gardena, Harbor City, Lawndale, Hawthorne, San Pedro, Wilmington","90305, 90717, 90248, 90710, 90249, 90260, 90302, 90250, 90301, 90247, 90303, 90304, 90731, 90744",N/A,"Access to healthcare and resources, Prevention and management of chronic diseases, Mental health services (including substance abuse treatment), Violence, Affordable housing and homelessness","Access to healthcare and resources, Prevention and management of chronic diseases, Mental health services (including substance abuse treatment), Violence, Affordable housing and homelessness",https://www.providence.org/-/media/Project/psjh/providence/socal/Files/about/community-benefit/pdfs/2016chnaandchipprovidencelittlecompanyofmarysanpedro.pdf,,N/A
6933681,Providence Little Company of Mary Medical Center - Torrance,4101 Torrance Boulevard,Torrance,90503-4664,CA,Providence St. Joseph Health,Non-Profit,2022,List of Places,N/A,N/A,"South Bay Service Area: Torrance, City of Torrance, Redondo Beach, Hawthorne, Carson, Fort MacArthur, Palos Verdes ","Access to Health Care and Preventive Care, Behavioral Health (Mental Health & Substance Use/Misuse), Chronic Diseases, Dental Health, Economic Insecurity, Food Insecurity, Homelessness & Housing Instability, Overweight/obesity","Access to healthcare and preventive care, Homelessness and housing instability, behavorial health (mental health and substance abuse/misuse) ",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencelittlecompanyofmarysanpedro.pdf?la=en&rev=c1cd6bb5467c4442b1bcd71f4b456a39&hash=18DA17382BFDC8A1BE5062F7B6F6837D,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2023-2025_chip_littlecompanyofmarysanpedro.pdf?la=en&rev=db2264b85a24447ea69ec1a72c285e2a&hash=40DA650951E4C2AA127B87037D24F5D5,justin.joe@providence.org
6933340,Providence Little Company of Mary Medical Center San Pedro,1300 West Seventh Street,San Pedro,90732-3505,CA,Providence St. Joseph Health,Non-Profit,2022,List of Places,N/A,N/A,"South Bay Service Area: Torrance, City of Torrance, Redondo Beach, Hawthorne, Carson, Fort MacArthur, Palos Verdes ","Access to Health Care and Preventive Care, Behavioral Health (Mental Health & Substance Use/Misuse), Chronic Diseases, Dental Health, Economic Insecurity, Food Insecurity, Homelessness & Housing Instability, Overweight/obesity","Access to healthcare and preventive care, Homelessness and housing instability, behavorial health (mental health and substance abuse/misuse) ",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2022/2022-chna-providencelittlecompanyofmarysanpedro.pdf?la=en&rev=c1cd6bb5467c4442b1bcd71f4b456a39&hash=18DA17382BFDC8A1BE5062F7B6F6837D,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2023-2025_chip_littlecompanyofmarysanpedro.pdf?la=en&rev=db2264b85a24447ea69ec1a72c285e2a&hash=40DA650951E4C2AA127B87037D24F5D5,justin.joe@providence.org
6933450,Providence Saint John's Health Center,2121 Santa Monica Boulevard,Santa Monica,90404-2091,CA,Providence St. Joseph Health,Non-Profit,2019,Combination of zip codes and places,N/A,"90272, 90049, 90402, 90403, 90401, 90404, 90077, 90024, 90025, 90064, 90034, 90232, 90035, 90067, 90212, 90211, 90210,90291, 90292, 90066, 90294, 90045, 90230, 90056","Malibu, Pacific Palisades, Brentwood, Santa Monica, Venice, Mar Vista, Marina Del Rey, Playa Vista, Playa Del Rey, Westchester, Bel Air, Beverly Hills, West LA, Westwood, Century City, West Fairfax, Ceviot Hills/ Rancho Park, Palms, Culver City, Ladera heights","Access to Health Care, Behavioral Health, Chronic Diseases, Early Childhood Development, Economic Insecurity, Food Insecurity, Homelessness and Housing Instability, Oral Health Care, Services for Seniors","Behavioral health, including mental health and substance use, Homelessness and Housing Instability, Chronic diseases, including diabetes, obesity, heart disease, hypertension, HIV, asthma, cancer, stroke, and liver disease,  Economic Insecurity, Access to Health Care, Services for Seniors, Early Childhood Development, Food Insecurity, Oral Health",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2019stjohnschna.pdf,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/202022-chip-providence-saint-johns.pdf?la=en&rev=9d4bb88f1a834ef2906f4568303863ce&hash=941360B9A1DDF0DD1677F2F02AC03EB5,justin.joe@providence.org
